,player,position,position_id,date,team,opp,score,fpts,min,goals
0,Robert Sanchez,G,1,Apr 30,BHA,@WOL,W 3-0,14.5,90,1
1,Robert Sanchez,G,1,Apr 24,BHA,SOU,T 2-2,7.0,90,0
2,Robert Sanchez,G,1,Apr 20,BHA,@MCI,L 0-3,5.5,90,0
3,Robert Sanchez,G,1,Apr 16,BHA,@TOT,W 1-0,13.5,90,1
4,Robert Sanchez,G,1,Apr 9,BHA,@ARS,W 2-1,5.5,90,0
5,Robert Sanchez,G,1,Apr 2,BHA,NOR,T 0-0,12.5,90,1
6,Robert Sanchez,G,1,Mar 16,BHA,TOT,L 0-2,10.5,90,0
7,Robert Sanchez,G,1,Mar 12,BHA,LIV,L 0-2,13.0,90,0
8,Robert Sanchez,G,1,Mar 5,BHA,@NEW,L 1-2,6.5,90,0
9,Robert Sanchez,G,1,Feb 26,BHA,AVL,L 0-2,6.0,90,0
10,Robert Sanchez,G,1,Feb 19,BHA,BUR,L 0-3,3.5,90,0
11,Robert Sanchez,G,1,Feb 15,BHA,@MUN,L 0-2,10.0,90,0
12,Robert Sanchez,G,1,Feb 12,BHA,@WAT,W 2-0,13.5,90,1
13,Robert Sanchez,G,1,Jan 23,BHA,@LEI,T 1-1,10.5,90,0
14,Robert Sanchez,G,1,Jan 18,BHA,CHE,T 1-1,6.5,90,0
15,Robert Sanchez,G,1,Jan 14,BHA,CRY,T 1-1,4.5,90,0
16,Robert Sanchez,G,1,Jan 2,BHA,@EVE,W 3-2,9.5,90,0
17,Robert Sanchez,G,1,Dec 29,BHA,@CHE,T 1-1,10.5,90,0
18,Robert Sanchez,G,1,Dec 26,BHA,BRF,W 2-0,21.0,90,1
19,Robert Sanchez,G,1,Dec 15,BHA,WOL,L 0-1,9.0,90,0
20,Robert Sanchez,G,1,Dec 4,BHA,@SOU,T 1-1,7.5,90,0
21,Robert Sanchez,G,1,Dec 1,BHA,@WHU,T 1-1,11.0,90,0
22,Robert Sanchez,G,1,Nov 27,BHA,LEE,T 0-0,18.0,90,1
23,Robert Sanchez,G,1,Nov 6,BHA,NEW,T 1-1,2.0,88,0
24,Robert Sanchez,G,1,Oct 30,BHA,@LIV,T 2-2,4.0,90,0
25,Robert Sanchez,G,1,Oct 23,BHA,MCI,L 1-4,14.5,90,0
26,Robert Sanchez,G,1,Oct 16,BHA,@NOR,T 0-0,17.5,90,1
27,Robert Sanchez,G,1,Oct 2,BHA,ARS,T 0-0,15.0,90,1
28,Robert Sanchez,G,1,Sep 27,BHA,@CRY,T 1-1,7.5,90,0
29,Robert Sanchez,G,1,Sep 19,BHA,LEI,W 2-1,5.5,90,0
30,Robert Sanchez,G,1,Sep 11,BHA,@BRF,W 1-0,13.5,90,1
31,Robert Sanchez,G,1,Aug 28,BHA,EVE,L 0-2,7.0,90,0
32,Robert Sanchez,G,1,Aug 21,BHA,WAT,W 2-0,15.0,90,1
33,Robert Sanchez,G,1,Aug 14,BHA,@BUR,W 2-1,11.0,90,0
0,Jason Steele,G,1,Nov 20,BHA,@AVL,L 0-2,8.5,90,0
0,Joel Veltman,D,2,Apr 30,BHA,@WOL,W 3-0,18.6,90,0
1,Joel Veltman,D,2,Apr 24,BHA,SOU,T 2-2,9.5,90,0
2,Joel Veltman,D,2,Apr 20,BHA,@MCI,L 0-3,5.45,90,0
3,Joel Veltman,D,2,Apr 16,BHA,@TOT,W 1-0,16.1,90,0
4,Joel Veltman,D,2,Apr 9,BHA,@ARS,W 2-1,5.75,90,0
5,Joel Veltman,D,2,Apr 2,BHA,NOR,T 0-0,18.65,90,0
6,Joel Veltman,D,2,Mar 16,BHA,TOT,L 0-2,5.25,77,0
7,Joel Veltman,D,2,Mar 12,BHA,LIV,L 0-2,5.05,90,0
8,Joel Veltman,D,2,Mar 5,BHA,@NEW,L 1-2,7.6,90,0
9,Joel Veltman,D,2,Feb 26,BHA,AVL,L 0-2,8.35,90,0
10,Joel Veltman,D,2,Feb 19,BHA,BUR,L 0-3,8.0,90,0
11,Joel Veltman,D,2,Feb 15,BHA,@MUN,L 0-2,9.9,90,0
12,Joel Veltman,D,2,Feb 12,BHA,@WAT,W 2-0,19.45,90,0
13,Joel Veltman,D,2,Jan 23,BHA,@LEI,T 1-1,8.5,76,0
14,Joel Veltman,D,2,Jan 18,BHA,CHE,T 1-1,4.45,90,0
15,Joel Veltman,D,2,Jan 14,BHA,CRY,T 1-1,9.85,72,0
16,Joel Veltman,D,2,Jan 2,BHA,@EVE,W 3-2,6.85,60,0
17,Joel Veltman,D,2,Dec 29,BHA,@CHE,T 1-1,12.0,90,0
18,Joel Veltman,D,2,Dec 15,BHA,WOL,L 0-1,10.45,90,0
19,Joel Veltman,D,2,Dec 4,BHA,@SOU,T 1-1,9.05,77,0
20,Joel Veltman,D,2,Dec 1,BHA,@WHU,T 1-1,5.15,69,0
21,Joel Veltman,D,2,Nov 27,BHA,LEE,T 0-0,18.7,90,0
22,Joel Veltman,D,2,Nov 6,BHA,NEW,T 1-1,10.8,90,0
23,Joel Veltman,D,2,Oct 30,BHA,@LIV,T 2-2,9.15,90,0
24,Joel Veltman,D,2,Oct 23,BHA,MCI,L 1-4,8.7,90,0
25,Joel Veltman,D,2,Oct 16,BHA,@NOR,T 0-0,4.15,58,0
26,Joel Veltman,D,2,Oct 2,BHA,ARS,T 0-0,11.35,90,0
27,Joel Veltman,D,2,Sep 27,BHA,@CRY,T 1-1,18.1,90,0
28,Joel Veltman,D,2,Sep 19,BHA,LEI,W 2-1,8.4,90,0
29,Joel Veltman,D,2,Sep 11,BHA,@BRF,W 1-0,17.0,90,0
30,Joel Veltman,D,2,Aug 28,BHA,EVE,L 0-2,9.35,44,0
0,Adam Webster,D,2,Apr 30,BHA,@WOL,W 3-0,2.85,26,0
1,Adam Webster,D,2,Apr 24,BHA,SOU,T 2-2,3.75,60,0
2,Adam Webster,D,2,Apr 20,BHA,@MCI,L 0-3,-0.25,28,0
3,Adam Webster,D,2,Apr 9,BHA,@ARS,W 2-1,1.45,4,0
4,Adam Webster,D,2,Feb 15,BHA,@MUN,L 0-2,8.6,90,0
5,Adam Webster,D,2,Feb 12,BHA,@WAT,W 2-0,29.1,90,1
6,Adam Webster,D,2,Jan 23,BHA,@LEI,T 1-1,8.65,90,0
7,Adam Webster,D,2,Jan 18,BHA,CHE,T 1-1,20.85,90,1
8,Adam Webster,D,2,Jan 14,BHA,CRY,T 1-1,7.3,90,0
9,Adam Webster,D,2,Jan 2,BHA,@EVE,W 3-2,3.15,90,0
10,Adam Webster,D,2,Dec 26,BHA,BRF,W 2-0,14.85,90,0
11,Adam Webster,D,2,Dec 1,BHA,@WHU,T 1-1,2.25,35,0
12,Adam Webster,D,2,Nov 27,BHA,LEE,T 0-0,14.55,90,0
13,Adam Webster,D,2,Nov 20,BHA,@AVL,L 0-2,7.5,90,0
14,Adam Webster,D,2,Nov 6,BHA,NEW,T 1-1,1.25,14,0
15,Adam Webster,D,2,Sep 11,BHA,@BRF,W 1-0,4.35,36,0
16,Adam Webster,D,2,Aug 28,BHA,EVE,L 0-2,8.95,90,0
17,Adam Webster,D,2,Aug 21,BHA,WAT,W 2-0,16.0,90,0
18,Adam Webster,D,2,Aug 14,BHA,@BUR,W 2-1,9.55,90,0
0,Shane Duffy,D,2,Mar 16,BHA,TOT,L 0-2,9.55,90,0
1,Shane Duffy,D,2,Mar 5,BHA,@NEW,L 1-2,9.1,90,0
2,Shane Duffy,D,2,Feb 19,BHA,BUR,L 0-3,5.7,90,0
3,Shane Duffy,D,2,Feb 12,BHA,@WAT,W 2-0,0.5,1,0
4,Shane Duffy,D,2,Jan 2,BHA,@EVE,W 3-2,2.45,28,0
5,Shane Duffy,D,2,Dec 4,BHA,@SOU,T 1-1,6.5,90,0
6,Shane Duffy,D,2,Dec 1,BHA,@WHU,T 1-1,4.8,53,0
7,Shane Duffy,D,2,Nov 20,BHA,@AVL,L 0-2,6.5,90,0
8,Shane Duffy,D,2,Nov 6,BHA,NEW,T 1-1,5.15,90,0
9,Shane Duffy,D,2,Oct 30,BHA,@LIV,T 2-2,6.0,90,0
10,Shane Duffy,D,2,Oct 16,BHA,@NOR,T 0-0,14.3,90,0
11,Shane Duffy,D,2,Oct 2,BHA,ARS,T 0-0,15.8,90,0
12,Shane Duffy,D,2,Sep 27,BHA,@CRY,T 1-1,11.25,90,0
13,Shane Duffy,D,2,Sep 19,BHA,LEI,W 2-1,15.7,90,0
14,Shane Duffy,D,2,Sep 11,BHA,@BRF,W 1-0,14.8,90,0
15,Shane Duffy,D,2,Aug 28,BHA,EVE,L 0-2,7.0,90,0
16,Shane Duffy,D,2,Aug 21,BHA,WAT,W 2-0,23.4,90,1
17,Shane Duffy,D,2,Aug 14,BHA,@BUR,W 2-1,13.75,90,0
0,Lewis Dunk,D,2,Apr 30,BHA,@WOL,W 3-0,15.5,90,0
1,Lewis Dunk,D,2,Apr 24,BHA,SOU,T 2-2,6.6,90,0
2,Lewis Dunk,D,2,Apr 20,BHA,@MCI,L 0-3,4.75,90,0
3,Lewis Dunk,D,2,Apr 16,BHA,@TOT,W 1-0,11.9,90,0
4,Lewis Dunk,D,2,Apr 9,BHA,@ARS,W 2-1,8.0,90,0
5,Lewis Dunk,D,2,Apr 2,BHA,NOR,T 0-0,14.5,90,0
6,Lewis Dunk,D,2,Mar 16,BHA,TOT,L 0-2,7.35,90,0
7,Lewis Dunk,D,2,Mar 12,BHA,LIV,L 0-2,5.95,90,0
8,Lewis Dunk,D,2,Mar 5,BHA,@NEW,L 1-2,20.0,90,1
9,Lewis Dunk,D,2,Feb 26,BHA,AVL,L 0-2,8.4,90,0
10,Lewis Dunk,D,2,Feb 15,BHA,@MUN,L 0-2,-0.45,53,0
11,Lewis Dunk,D,2,Feb 12,BHA,@WAT,W 2-0,13.45,90,0
12,Lewis Dunk,D,2,Dec 1,BHA,@WHU,T 1-1,8.7,90,0
13,Lewis Dunk,D,2,Nov 27,BHA,LEE,T 0-0,14.8,90,0
14,Lewis Dunk,D,2,Nov 20,BHA,@AVL,L 0-2,7.5,90,0
15,Lewis Dunk,D,2,Nov 6,BHA,NEW,T 1-1,7.6,90,0
